# BUSCO version is: 5.4.4 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
31115at4891	Complete	contig_4	60312	61154	-	148.9	130	https://www.orthodb.org/v10?query=31115at4891	tRNA-splicing endonuclease subunit Sen34
31218at4891	Complete	contig_21	626996	627946	-	238.8	213	https://www.orthodb.org/v10?query=31218at4891	Ribosomal protein L30, ferredoxin-like fold domain
31245at4891	Complete	contig_38	237374	237955	-	165.6	134	https://www.orthodb.org/v10?query=31245at4891	Translocation protein SEC66
31256at4891	Complete	scaffold_25	545611	546159	+	156.3	131	https://www.orthodb.org/v10?query=31256at4891	Mitochondrial import inner membrane translocase subunit TIM21
31261at4891	Complete	contig_12	30433	31134	-	154.1	135	https://www.orthodb.org/v10?query=31261at4891	Putative mitochondrial membrane protein FMP10
31279at4891	Complete	scaffold_25	419564	420490	-	240.4	226	https://www.orthodb.org/v10?query=31279at4891	Mitochondrial thiamine pyrophosphate carrier 1
31295at4891	Complete	contig_34	489094	489615	-	127.7	130	https://www.orthodb.org/v10?query=31295at4891	Nascent polypeptide-associated complex subunit alpha
31306at4891	Complete	contig_39	82109	82708	-	286.9	167	https://www.orthodb.org/v10?query=31306at4891	snare-like protein
31320at4891	Complete	contig_16	707872	708516	-	271.9	176	https://www.orthodb.org/v10?query=31320at4891	Ubiquitin-conjugating enzyme, C-terminal fungi
31321at4891	Complete	scaffold_37	720976	721623	+	129.5	120	https://www.orthodb.org/v10?query=31321at4891	Ribonuclease III domain
31342at4891	Complete	contig_3	204095	204904	+	118.6	117	https://www.orthodb.org/v10?query=31342at4891	N-acetyltransferase ESCO, acetyl-transferase domain
31360at4891	Complete	contig_21	42961	43956	-	195.3	202	https://www.orthodb.org/v10?query=31360at4891	Prephenate dehydratase
31367at4891	Complete	contig_39	582113	583156	-	226.0	196	https://www.orthodb.org/v10?query=31367at4891	Fe-S cluster assembly protein DRE2
31371at4891	Complete	contig_4	84437	85915	+	338.7	326	https://www.orthodb.org/v10?query=31371at4891	Mitochondrial distribution and morphology protein 10
31374at4891	Complete	scaffold_25	828378	829457	-	136.6	174	https://www.orthodb.org/v10?query=31374at4891	Fat storage-inducing transmembrane protein
31397at4891	Duplicated	contig_2	427522	427947	+	193.5	129	https://www.orthodb.org/v10?query=31397at4891	Succinate dehydrogenase, cytochrome b556 subunit
31397at4891	Duplicated	contig_39	187003	187428	+	194.3	128	https://www.orthodb.org/v10?query=31397at4891	Succinate dehydrogenase, cytochrome b556 subunit
31398at4891	Complete	contig_23	478804	479265	-	229.8	135	https://www.orthodb.org/v10?query=31398at4891	Ribosomal protein L13
31405at4891	Complete	contig_23	80392	80784	-	193.7	110	https://www.orthodb.org/v10?query=31405at4891	Transcriptional activator
31406at4891	Complete	contig_21	229968	230573	+	271.5	169	https://www.orthodb.org/v10?query=31406at4891	RNA polymerase II subunit A
31408at4891	Complete	contig_13	226263	226943	+	210.5	170	https://www.orthodb.org/v10?query=31408at4891	Protein-lysine N-methyltransferase EFM4
31429at4891	Complete	contig_21	28257	29216	-	324.7	260	https://www.orthodb.org/v10?query=31429at4891	Palmitoyltransferase
31434at4891	Complete	contig_16	951710	952876	-	164.5	258	https://www.orthodb.org/v10?query=31434at4891	Mannose-6-phosphate receptor binding domain superfamily
31476at4891	Complete	contig_10	184921	185442	+	335.9	157	https://www.orthodb.org/v10?query=31476at4891	Histone chaperone
31512at4891	Complete	scaffold_37	239506	240081	-	222.8	148	https://www.orthodb.org/v10?query=31512at4891	Ribonuclease H-like protein
31544at4891	Complete	scaffold_25	717424	718956	+	426.2	339	https://www.orthodb.org/v10?query=31544at4891	P-loop containing nucleoside triphosphate hydrolase protein
31564at4891	Complete	contig_23	279773	280249	-	217.4	130	https://www.orthodb.org/v10?query=31564at4891	EF-hand domain
31569at4891	Complete	contig_12	444688	445305	-	231.8	127	https://www.orthodb.org/v10?query=31569at4891	Ubiquitin-conjugating enzyme, active site
31628at4891	Complete	contig_2	351487	351951	-	167.3	123	https://www.orthodb.org/v10?query=31628at4891	Ribosomal protein S8
31633at4891	Complete	contig_2	634290	634811	-	185.4	137	https://www.orthodb.org/v10?query=31633at4891	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase
31636at4891	Complete	contig_23	1036366	1036947	-	184.7	157	https://www.orthodb.org/v10?query=31636at4891	GINS complex, subunit Psf3
31637at4891	Complete	contig_23	222324	222923	-	226.0	153	https://www.orthodb.org/v10?query=31637at4891	Ribosome biogenesis regulatory protein
31650at4891	Complete	contig_38	212879	213718	-	320.6	203	https://www.orthodb.org/v10?query=31650at4891	Gdt1 family
31657at4891	Duplicated	contig_16	949208	949606	+	249.0	118	https://www.orthodb.org/v10?query=31657at4891	Ubiquitin-conjugating enzyme E2 4
31657at4891	Duplicated	contig_38	407474	407872	+	252.3	118	https://www.orthodb.org/v10?query=31657at4891	Ubiquitin-conjugating enzyme E2 4
31659at4891	Complete	contig_38	216456	217223	+	298.4	225	https://www.orthodb.org/v10?query=31659at4891	Inner membrane mitoribosome receptor Mba1, mitochondrial
31662at4891	Complete	contig_16	1418211	1419218	+	199.7	179	https://www.orthodb.org/v10?query=31662at4891	Pre-mRNA-splicing factor CWC2
31685at4891	Complete	contig_3	37995	38615	+	281.4	165	https://www.orthodb.org/v10?query=31685at4891	coiled-coil domain-containing protein 90A
31692at4891	Complete	scaffold_25	132217	132903	+	165.6	162	https://www.orthodb.org/v10?query=31692at4891	MICOS complex subunit
31700at4891	Complete	contig_5	358199	358915	+	170.2	129	https://www.orthodb.org/v10?query=31700at4891	Oxidoreductase-like domain-containing protein 1
31701at4891	Complete	contig_2	272319	274172	-	183.8	138	https://www.orthodb.org/v10?query=31701at4891	Ribosomal protein L28/L24
31712at4891	Complete	contig_23	1029534	1030253	-	180.6	155	https://www.orthodb.org/v10?query=31712at4891	K Homology domain, type 1
31718at4891	Complete	contig_16	108659	110314	+	295.3	329	https://www.orthodb.org/v10?query=31718at4891	Peroxin domain
31722at4891	Complete	contig_2	590333	591424	-	181.0	238	https://www.orthodb.org/v10?query=31722at4891	TAP46-like protein
31728at4891	Complete	contig_38	741363	742745	+	137.5	147	https://www.orthodb.org/v10?query=31728at4891	NT-type C2 domain
31733at4891	Complete	contig_39	288211	289491	-	190.8	324	https://www.orthodb.org/v10?query=31733at4891	Ribosomal RNA-processing protein 14, N-terminal
31822at4891	Complete	contig_38	82396	83109	+	219.2	161	https://www.orthodb.org/v10?query=31822at4891	Riboflavin synthase
31855at4891	Complete	contig_23	824336	825469	+	168.8	258	https://www.orthodb.org/v10?query=31855at4891	Nucleotide exchange factor SIL1
31879at4891	Complete	contig_13	214513	215292	-	203.6	175	https://www.orthodb.org/v10?query=31879at4891	Mitochondrial glycoprotein
31913at4891	Complete	contig_2	173006	174127	+	303.5	236	https://www.orthodb.org/v10?query=31913at4891	PSP, proline-rich
31926at4891	Duplicated	contig_10	79448	80315	+	312.6	161	https://www.orthodb.org/v10?query=31926at4891	Ribosomal protein L22/L17
31926at4891	Duplicated	contig_39	116453	117310	+	311.6	161	https://www.orthodb.org/v10?query=31926at4891	Ribosomal protein L22/L17
31961at4891	Complete	contig_16	666253	667155	-	303.0	208	https://www.orthodb.org/v10?query=31961at4891	Ubiquinone biosynthesis protein COQ4, mitochondrial
31994at4891	Duplicated	contig_13	145011	145463	+	164.6	117	https://www.orthodb.org/v10?query=31994at4891	Cytochrome c oxidase subunit IV
31994at4891	Duplicated	contig_21	532544	533002	+	176.2	116	https://www.orthodb.org/v10?query=31994at4891	Cytochrome c oxidase subunit IV
31995at4891	Complete	contig_39	341601	343326	-	269.4	151	https://www.orthodb.org/v10?query=31995at4891	Translationally controlled tumour protein
32000at4891	Complete	contig_16	1286157	1286762	+	234.6	151	https://www.orthodb.org/v10?query=32000at4891	Rho GDP-dissociation inhibitor
32004at4891	Complete	contig_34	158247	158882	+	308.4	166	https://www.orthodb.org/v10?query=32004at4891	V-ATPase proteolipid subunit
32005at4891	Complete	contig_10	539152	539796	+	193.0	135	https://www.orthodb.org/v10?query=32005at4891	Thymidylate kinase
32012at4891	Complete	contig_16	1204429	1205148	+	262.5	190	https://www.orthodb.org/v10?query=32012at4891	Protein LUC7
32025at4891	Complete	contig_16	1167358	1167792	-	228.9	128	https://www.orthodb.org/v10?query=32025at4891	SUMO-conjugating enzyme UBC9
32081at4891	Complete	scaffold_25	682072	682998	-	341.2	248	https://www.orthodb.org/v10?query=32081at4891	Transcription elongation factor
32134at4891	Complete	contig_23	239424	240320	+	225.0	198	https://www.orthodb.org/v10?query=32134at4891	rRNA biogenesis protein RRP36
32137at4891	Complete	contig_2	104732	105850	-	335.6	259	https://www.orthodb.org/v10?query=32137at4891	Ubiquitin
32146at4891	Complete	scaffold_25	918375	919787	-	180.0	168	https://www.orthodb.org/v10?query=32146at4891	Nucleoporin Nup49
32155at4891	Complete	contig_12	405390	409391	+	231.7	307	https://www.orthodb.org/v10?query=32155at4891	Exocyst complex component SEC3
32172at4891	Duplicated	contig_12	362494	363162	+	345.8	190	https://www.orthodb.org/v10?query=32172at4891	ras-domain-containing protein
32172at4891	Duplicated	scaffold_25	1012308	1012973	-	350.4	187	https://www.orthodb.org/v10?query=32172at4891	ras-domain-containing protein
32213at4891	Complete	contig_39	414639	415160	-	222.1	149	https://www.orthodb.org/v10?query=32213at4891	ATP synthase subunit d, mitochondrial
32220at4891	Complete	scaffold_25	706002	706496	-	293.1	142	https://www.orthodb.org/v10?query=32220at4891	Ubiquitin-conjugating enzyme E2 2
32226at4891	Complete	contig_38	48154	49248	-	193.0	238	https://www.orthodb.org/v10?query=32226at4891	RNA polymerase II associated factor Paf1
32228at4891	Complete	contig_39	515108	515719	+	245.4	168	https://www.orthodb.org/v10?query=32228at4891	Snf7 family
32235at4891	Complete	contig_21	304551	305489	-	239.4	169	https://www.orthodb.org/v10?query=32235at4891	ribosomal protein L22
32238at4891	Complete	contig_2	705001	706392	+	280.7	219	https://www.orthodb.org/v10?query=32238at4891	recombination protein Rad52
32270at4891	Complete	contig_21	104033	104818	-	279.3	207	https://www.orthodb.org/v10?query=32270at4891	Ribosomal protein L15
32312at4891	Complete	contig_38	369030	371285	+	311.7	376	https://www.orthodb.org/v10?query=32312at4891	Exocyst complex component EXO84
32319at4891	Complete	contig_16	399349	399930	+	216.9	125	https://www.orthodb.org/v10?query=32319at4891	SKP1 component, dimerisation
32329at4891	Complete	scaffold_37	511176	511955	-	210.1	186	https://www.orthodb.org/v10?query=32329at4891	COQ9
32341at4891	Complete	contig_7	207620	208606	+	180.6	201	https://www.orthodb.org/v10?query=32341at4891	Ribokinase
32346at4891	Complete	contig_23	895402	896751	-	198.4	231	https://www.orthodb.org/v10?query=32346at4891	Similar to Saccharomyces cerevisiae YOL072W THP1 Nuclear pore-associated protein
32367at4891	Complete	contig_34	485431	485937	+	143.4	136	https://www.orthodb.org/v10?query=32367at4891	Peptidyl-tRNA hydrolase
32435at4891	Complete	contig_5	561112	562497	+	180.4	216	https://www.orthodb.org/v10?query=32435at4891	NEDD8-activating enzyme E1 regulatory subunit
32475at4891	Complete	contig_2	356013	358157	+	92.8	193	https://www.orthodb.org/v10?query=32475at4891	Calpain-like protease palB/RIM13
32490at4891	Complete	contig_21	663732	664394	+	278.9	159	https://www.orthodb.org/v10?query=32490at4891	Mitochondrial import inner membrane translocase subunit TIM23
32508at4891	Complete	contig_13	156213	157142	+	255.1	156	https://www.orthodb.org/v10?query=32508at4891	MOB kinase activator family
32519at4891	Complete	contig_39	399700	400520	-	319.4	174	https://www.orthodb.org/v10?query=32519at4891	Uridylate kinase
32529at4891	Complete	scaffold_37	1013131	1014291	+	336.3	295	https://www.orthodb.org/v10?query=32529at4891	GPI transamidase component GAB1
32545at4891	Complete	contig_39	314492	315007	+	178.9	119	https://www.orthodb.org/v10?query=32545at4891	GAF domain
32546at4891	Duplicated	contig_5	740321	740839	-	297.7	148	https://www.orthodb.org/v10?query=32546at4891	Ribosomal protein L5
32546at4891	Duplicated	scaffold_25	448234	448752	+	297.7	148	https://www.orthodb.org/v10?query=32546at4891	Ribosomal protein L5
32549at4891	Complete	contig_10	456499	456990	-	173.9	128	https://www.orthodb.org/v10?query=32549at4891	Peptidyl-prolyl cis-trans isomerase
32582at4891	Complete	contig_5	114017	114487	-	268.7	140	https://www.orthodb.org/v10?query=32582at4891	V-type proton ATPase proteolipid subunit
32607at4891	Complete	contig_34	186540	187154	-	102.2	127	https://www.orthodb.org/v10?query=32607at4891	Mediator of RNA polymerase II transcription subunit 20
32632at4891	Complete	contig_2	888410	890077	-	423.2	377	https://www.orthodb.org/v10?query=32632at4891	Chromatin structure-remodeling complex subunit RSC9
32672at4891	Complete	scaffold_37	261702	262133	-	204.2	108	https://www.orthodb.org/v10?query=32672at4891	Zinc finger C2H2-type
32712at4891	Complete	scaffold_37	152210	152806	+	289.1	164	https://www.orthodb.org/v10?query=32712at4891	Ribosome biogenesis protein RLP24
32745at4891	Complete	scaffold_25	454122	455114	-	129.6	179	https://www.orthodb.org/v10?query=32745at4891	actin binding
32761at4891	Complete	scaffold_37	910430	912133	+	210.2	311	https://www.orthodb.org/v10?query=32761at4891	Winged helix-like DNA-binding domain superfamily
32785at4891	Complete	scaffold_25	420784	421449	+	174.7	151	https://www.orthodb.org/v10?query=32785at4891	Exoribonuclease, phosphorolytic domain 1
32812at4891	Complete	contig_5	713325	713750	-	216.1	124	https://www.orthodb.org/v10?query=32812at4891	Spliceosomal protein DIB1
32823at4891	Complete	contig_5	914509	914952	+	188.4	92	https://www.orthodb.org/v10?query=32823at4891	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site
32845at4891	Complete	scaffold_25	291102	291848	+	95.5	124	https://www.orthodb.org/v10?query=32845at4891	similar to Saccharomyces cerevisiae YGR158C MTR3 Exosome non-catalytic core component
32853at4891	Complete	scaffold_25	793478	793924	-	158.6	110	https://www.orthodb.org/v10?query=32853at4891	EF-hand domain
32856at4891	Complete	contig_21	215893	216666	+	246.8	184	https://www.orthodb.org/v10?query=32856at4891	Exosome complex component CSL4
32872at4891	Complete	contig_2	824421	824843	-	173.3	119	https://www.orthodb.org/v10?query=32872at4891	Prefoldin
32892at4891	Complete	contig_12	496039	496710	-	199.1	157	https://www.orthodb.org/v10?query=32892at4891	Enolase-phosphatase E1
32898at4891	Complete	contig_16	1031641	1032264	-	195.3	153	https://www.orthodb.org/v10?query=32898at4891	DNA replication complex GINS protein PSF1
32901at4891	Complete	contig_21	155989	157389	+	235.5	318	https://www.orthodb.org/v10?query=32901at4891	Origin recognition complex subunit 5
32984at4891	Complete	contig_16	1235486	1236472	-	286.4	270	https://www.orthodb.org/v10?query=32984at4891	Tetratricopeptide repeat
32986at4891	Complete	contig_4	105498	106487	+	136.4	200	https://www.orthodb.org/v10?query=32986at4891	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
33004at4891	Complete	contig_2	231208	233526	+	323.6	317	https://www.orthodb.org/v10?query=33004at4891	Protein EFR3
33025at4891	Complete	scaffold_37	169854	170591	-	292.0	195	https://www.orthodb.org/v10?query=33025at4891	Ribosome maturation protein SBDS, N-terminal
33057at4891	Complete	contig_38	206599	207225	+	195.8	161	https://www.orthodb.org/v10?query=33057at4891	Mediator of RNA polymerase II transcription subunit 8
33075at4891	Complete	contig_38	388737	389510	+	360.7	239	https://www.orthodb.org/v10?query=33075at4891	Proliferating cell nuclear antigen
33087at4891	Complete	scaffold_25	1015518	1016705	+	192.3	212	https://www.orthodb.org/v10?query=33087at4891	WD40-repeat-containing domain
33117at4891	Complete	contig_16	938395	940175	-	250.7	143	https://www.orthodb.org/v10?query=33117at4891	Ribosomal protein S15
33118at4891	Complete	contig_3	99333	99803	-	123.5	115	https://www.orthodb.org/v10?query=33118at4891	Glucosamine 6-phosphate N-acetyltransferase
33119at4891	Complete	contig_10	135738	136211	+	266.3	131	https://www.orthodb.org/v10?query=33119at4891	Mitochondrial import inner membrane translocase subunit TIM17
33121at4891	Complete	contig_5	701030	701512	-	194.7	134	https://www.orthodb.org/v10?query=33121at4891	Low molecular weight phosphotyrosine protein phosphatase
33122at4891	Complete	contig_38	86235	86759	+	148.3	120	https://www.orthodb.org/v10?query=33122at4891	transport protein particle 20 kDa subunit
33197at4891	Complete	contig_34	315510	316058	-	190.9	140	https://www.orthodb.org/v10?query=33197at4891	HAD superfamily
33198at4891	Complete	contig_23	237160	237840	-	129.2	124	https://www.orthodb.org/v10?query=33198at4891	AMMECR1
33220at4891	Complete	contig_10	397450	397932	-	111.9	100	https://www.orthodb.org/v10?query=33220at4891	Putative DNA-directed RNA polymerase III subunit
33224at4891	Complete	contig_39	322004	322456	+	240.6	129	https://www.orthodb.org/v10?query=33224at4891	Nucleoside diphosphate kinase
33227at4891	Complete	contig_16	821361	822341	-	159.9	153	https://www.orthodb.org/v10?query=33227at4891	Palmitoyltransferase
33264at4891	Complete	contig_12	387911	388933	-	207.8	154	https://www.orthodb.org/v10?query=33264at4891	EB1, C-terminal
33306at4891	Complete	contig_21	546190	546693	+	258.7	151	https://www.orthodb.org/v10?query=33306at4891	PRA1 family protein
33312at4891	Complete	contig_34	500458	501213	+	285.3	196	https://www.orthodb.org/v10?query=33312at4891	von Willebrand factor A-like domain superfamily
33317at4891	Complete	contig_38	127476	128303	+	172.7	211	https://www.orthodb.org/v10?query=33317at4891	SWR1-complex protein 5
33343at4891	Complete	contig_23	1030707	1031213	+	236.3	140	https://www.orthodb.org/v10?query=33343at4891	6,7-dimethyl-8-ribityllumazine synthase
33349at4891	Complete	contig_23	447963	448487	-	218.6	147	https://www.orthodb.org/v10?query=33349at4891	NUDIX hydrolase domain
33351at4891	Complete	contig_16	158706	159257	+	294.8	166	https://www.orthodb.org/v10?query=33351at4891	Guanylate kinase
33356at4891	Complete	contig_3	125633	126277	+	320.1	166	https://www.orthodb.org/v10?query=33356at4891	ras-domain-containing protein
33361at4891	Complete	contig_16	935383	936051	+	170.1	142	https://www.orthodb.org/v10?query=33361at4891	protein-tyrosine phosphatase
33386at4891	Complete	contig_38	335436	335915	+	113.7	105	https://www.orthodb.org/v10?query=33386at4891	Cytochrome B pre-mRNA-processing protein 6
33387at4891	Complete	contig_13	228237	228689	-	122.4	120	https://www.orthodb.org/v10?query=33387at4891	Actin-related protein 2/3 complex subunit 5
33397at4891	Complete	contig_16	379340	380131	-	274.8	233	https://www.orthodb.org/v10?query=33397at4891	P-loop containing nucleoside triphosphate hydrolase protein
33398at4891	Complete	contig_13	36654	37199	-	199.1	138	https://www.orthodb.org/v10?query=33398at4891	Cytochrome c oxidase assembly factor 1
33429at4891	Complete	scaffold_25	566616	567422	-	197.8	173	https://www.orthodb.org/v10?query=33429at4891	putative membrane protein
33444at4891	Complete	contig_23	611358	612284	+	130.8	175	https://www.orthodb.org/v10?query=33444at4891	metal ion transmembrane transporter activity
33503at4891	Complete	contig_2	537953	538915	+	138.9	202	https://www.orthodb.org/v10?query=33503at4891	Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain
33522at4891	Complete	contig_5	738044	738622	-	158.4	122	https://www.orthodb.org/v10?query=33522at4891	Putative mitochondrial outer membrane protein
33531at4891	Complete	contig_39	606270	606758	-	67.4	133	https://www.orthodb.org/v10?query=33531at4891	Ribosomal protein L20, mitochondrial
33542at4891	Complete	contig_34	120909	121873	+	227.2	164	https://www.orthodb.org/v10?query=33542at4891	Vacuolar protein sorting-associated protein 29
33557at4891	Complete	scaffold_37	181117	182136	-	381.2	281	https://www.orthodb.org/v10?query=33557at4891	SNARE
33577at4891	Complete	contig_16	731784	733217	-	474.2	394	https://www.orthodb.org/v10?query=33577at4891	Cdc37
33590at4891	Complete	contig_13	50719	52431	-	425.5	443	https://www.orthodb.org/v10?query=33590at4891	Zinc finger, Mcm10/DnaG-type
33600at4891	Complete	contig_5	285224	286588	-	266.3	314	https://www.orthodb.org/v10?query=33600at4891	Ribosome biogenesis protein NOP53
33603at4891	Complete	contig_38	690705	691163	+	207.3	124	https://www.orthodb.org/v10?query=33603at4891	peptidyl-tRNA hydrolase
33608at4891	Complete	contig_5	670240	673701	-	329.8	765	https://www.orthodb.org/v10?query=33608at4891	Autophagy-related protein 11
33646at4891	Complete	contig_21	585148	586110	-	339.8	232	https://www.orthodb.org/v10?query=33646at4891	cyclin-like protein
33647at4891	Complete	contig_23	639068	639646	+	120.9	96	https://www.orthodb.org/v10?query=33647at4891	Zinc finger, PHD-type
33667at4891	Complete	contig_16	888373	888789	-	226.7	115	https://www.orthodb.org/v10?query=33667at4891	ubiquitin-conjugating enzyme
33668at4891	Complete	contig_2	577270	577755	-	149.5	116	https://www.orthodb.org/v10?query=33668at4891	Mitochondrial inner membrane protease subunit
33683at4891	Complete	contig_13	332825	333457	-	155.7	161	https://www.orthodb.org/v10?query=33683at4891	26S Proteasome non-ATPase regulatory subunit 9
33709at4891	Complete	contig_16	1133670	1134152	-	140.9	111	https://www.orthodb.org/v10?query=33709at4891	Phosphatidylglycerol/phosphatidylinositol transfer protein
33718at4891	Complete	contig_5	484184	484681	-	100.6	80	https://www.orthodb.org/v10?query=33718at4891	MIOREX complex component 11
33738at4891	Complete	contig_10	317469	318851	+	396.4	338	https://www.orthodb.org/v10?query=33738at4891	Mitochondrial import inner membrane translocase subunit TIM54
33753at4891	Complete	contig_23	329997	330434	+	167.2	114	https://www.orthodb.org/v10?query=33753at4891	RNA polymerase
33763at4891	Complete	contig_38	41828	42265	-	118.7	82	https://www.orthodb.org/v10?query=33763at4891	Ribosomal protein L27/L41, mitochondrial
33809at4891	Complete	contig_5	135083	135505	+	167.6	115	https://www.orthodb.org/v10?query=33809at4891	Protein PBDC1
33842at4891	Complete	contig_39	56202	56978	-	152.3	207	https://www.orthodb.org/v10?query=33842at4891	Proteasome assembly chaperone 2
33875at4891	Complete	scaffold_25	456750	457346	+	143.9	123	https://www.orthodb.org/v10?query=33875at4891	Prefoldin subunit 3
33887at4891	Complete	contig_16	469526	470146	-	229.6	169	https://www.orthodb.org/v10?query=33887at4891	Mitochondrial homologous recombination protein 1
33944at4891	Complete	contig_21	59096	59686	+	175.7	122	https://www.orthodb.org/v10?query=33944at4891	translational machinery component
33952at4891	Complete	contig_12	419722	420405	-	212.0	194	https://www.orthodb.org/v10?query=33952at4891	Nucleolar protein 16
33993at4891	Complete	contig_5	453639	454076	+	204.9	104	https://www.orthodb.org/v10?query=33993at4891	Glutaredoxin
33999at4891	Complete	scaffold_25	950311	950772	+	164.0	104	https://www.orthodb.org/v10?query=33999at4891	Cytochrome c oxidase, subunit Vb
34011at4891	Complete	contig_39	444949	445709	+	306.8	187	https://www.orthodb.org/v10?query=34011at4891	Snf7 family
34017at4891	Complete	scaffold_37	180118	180837	+	222.8	177	https://www.orthodb.org/v10?query=34017at4891	Snf7 family
34026at4891	Complete	scaffold_25	42544	43356	+	286.5	206	https://www.orthodb.org/v10?query=34026at4891	Protein PXR1
34037at4891	Complete	scaffold_37	461312	462004	-	233.9	165	https://www.orthodb.org/v10?query=34037at4891	Protein MSF1
34052at4891	Complete	contig_10	568273	568836	+	97.0	114	https://www.orthodb.org/v10?query=34052at4891	Ran-interacting Mog1 protein
34069at4891	Complete	contig_34	181529	182155	+	185.6	160	https://www.orthodb.org/v10?query=34069at4891	Ribosome recycling factor
34109at4891	Complete	contig_23	342285	343733	+	215.8	424	https://www.orthodb.org/v10?query=34109at4891	GRIP domain
34113at4891	Complete	contig_16	33131	34447	-	425.6	367	https://www.orthodb.org/v10?query=34113at4891	RNA polymerase II-associated protein 1, C-terminal
34138at4891	Complete	contig_23	330605	331423	-	149.2	182	https://www.orthodb.org/v10?query=34138at4891	Domain of unknown function DUF2407 C-terminal
34147at4891	Complete	contig_10	575546	576724	-	199.9	253	https://www.orthodb.org/v10?query=34147at4891	Altered inheritance of mitochondria protein 24, mitochondrial
34170at4891	Complete	contig_16	451912	452618	+	186.9	132	https://www.orthodb.org/v10?query=34170at4891	HIT-like protein
34188at4891	Complete	contig_5	159673	160386	+	103.8	152	https://www.orthodb.org/v10?query=34188at4891	Leucine-rich repeat
34235at4891	Complete	contig_23	309725	310345	-	162.8	150	https://www.orthodb.org/v10?query=34235at4891	Dihydrofolate reductase
34291at4891	Complete	contig_21	264578	265315	-	184.1	159	https://www.orthodb.org/v10?query=34291at4891	NAD(P)H-hydrate epimerase
34294at4891	Complete	contig_7	69245	70534	-	75.4	199	https://www.orthodb.org/v10?query=34294at4891	CAP Gly-rich domain
34307at4891	Complete	contig_7	63395	63799	-	187.2	119	https://www.orthodb.org/v10?query=34307at4891	methionine sulfoxide reductase B
34318at4891	Complete	scaffold_25	459538	460011	+	140.6	124	https://www.orthodb.org/v10?query=34318at4891	Mitochondrial ribosomal protein MRPL25
34341at4891	Complete	contig_5	617922	619103	-	228.2	234	https://www.orthodb.org/v10?query=34341at4891	MRG
34345at4891	Complete	contig_34	355006	355695	+	234.5	153	https://www.orthodb.org/v10?query=34345at4891	iron-sulfur cluster assembly protein
34378at4891	Complete	contig_16	525496	526452	-	224.2	221	https://www.orthodb.org/v10?query=34378at4891	Zinc finger, RING-type
34416at4891	Complete	contig_2	265028	265678	+	215.2	157	https://www.orthodb.org/v10?query=34416at4891	Vesicle transport v-SNARE, N-terminal
34449at4891	Complete	scaffold_25	367452	369041	+	215.7	222	https://www.orthodb.org/v10?query=34449at4891	Nucleoporin Nup54, alpha-helical domain
34458at4891	Complete	scaffold_25	725655	726020	+	155.9	86	https://www.orthodb.org/v10?query=34458at4891	DNA-directed RNA polymerase subunit
34467at4891	Complete	scaffold_37	823125	823658	-	206.7	131	https://www.orthodb.org/v10?query=34467at4891	Actin-related protein 2/3 complex subunit 3
34470at4891	Complete	contig_38	363132	363695	-	220.8	147	https://www.orthodb.org/v10?query=34470at4891	Inorganic phosphate transport PHO88
34512at4891	Complete	contig_23	1007696	1008247	-	200.8	128	https://www.orthodb.org/v10?query=34512at4891	Uncharacterised protein family UPF0220
34514at4891	Complete	contig_16	589574	590128	+	144.2	112	https://www.orthodb.org/v10?query=34514at4891	Riboflavin kinase
34531at4891	Complete	contig_16	790803	791465	-	202.1	164	https://www.orthodb.org/v10?query=34531at4891	ERF1 methyltransferase catalytic subunit MTQ2
34547at4891	Complete	contig_23	684570	685430	-	214.0	277	https://www.orthodb.org/v10?query=34547at4891	SNARE
34586at4891	Complete	contig_16	1061913	1062353	-	178.5	117	https://www.orthodb.org/v10?query=34586at4891	ATP synthase, F1 complex, delta/epsilon subunit
34589at4891	Complete	contig_39	90131	90731	+	257.3	149	https://www.orthodb.org/v10?query=34589at4891	EF-hand domain
34595at4891	Complete	contig_16	236507	237133	+	231.8	165	https://www.orthodb.org/v10?query=34595at4891	Phosphoribosylglycinamide formyltransferase
34600at4891	Complete	contig_23	613177	613866	-	180.2	116	https://www.orthodb.org/v10?query=34600at4891	Zinc finger C2H2 superfamily
34687at4891	Complete	contig_10	175766	176212	-	192.7	135	https://www.orthodb.org/v10?query=34687at4891	LSM domain, eukaryotic/archaea-type
34715at4891	Complete	contig_38	83961	85994	-	210.1	240	https://www.orthodb.org/v10?query=34715at4891	conserved hypothetical protein
34739at4891	Complete	scaffold_25	208529	209752	+	259.3	215	https://www.orthodb.org/v10?query=34739at4891	Peripheral subunit-binding domain
34763at4891	Complete	contig_12	339220	339663	+	202.7	118	https://www.orthodb.org/v10?query=34763at4891	Erg28
34789at4891	Complete	contig_10	297309	298034	-	79.6	116	https://www.orthodb.org/v10?query=34789at4891	Mitochondrial peculiar membrane protein 1
